Age,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Male,Loyal Customer,Business Travel,satisfied
28,3,1258,4,5,5,3,2,5,2,2,3,5,5,3,4,2,0,0,1,0,1,1
37,1,369,1,4,1,4,5,1,5,5,3,1,1,3,3,5,0,0,0,0,1,0
55,3,163,2,2,2,2,4,4,4,5,5,5,4,5,5,3,0,0,0,1,1,1
24,1,337,3,4,3,4,3,3,3,3,3,4,3,5,2,3,0,0,0,1,0,0
21,1,160,3,4,3,3,2,3,2,2,2,3,4,2,1,2,0,0,0,0,1,0
32,1,547,3,3,3,1,3,3,3,3,4,5,4,1,3,3,31,50,0,1,0,0
47,3,731,3,3,3,3,3,5,5,4,4,4,4,3,4,5,0,0,1,1,1,1
52,3,3690,2,4,4,4,3,3,3,2,2,2,2,3,2,4,0,0,1,1,1,0
11,1,516,2,5,2,4,3,2,3,3,2,4,3,4,5,3,15,49,1,1,0,0
35,3,2204,3,5,5,5,5,4,4,3,3,3,3,1,3,1,14,12,0,1,1,0
31,3,1560,2,2,2,2,5,5,4,5,3,4,4,4,1,5,0,0,0,1,1,1
44,1,449,3,3,3,4,2,3,2,2,4,4,3,4,4,2,0,24,0,0,1,0
52,2,1076,2,5,1,1,3,5,5,2,2,1,3,5,2,4,0,0,0,1,0,0
60,1,250,5,5,5,4,4,5,4,4,5,2,5,3,5,4,19,3,1,1,0,1
45,1,387,4,1,1,1,3,5,3,4,4,4,4,4,4,5,0,0,0,1,1,1
46,3,2749,2,1,1,1,2,4,4,2,2,2,2,2,2,3,0,0,0,1,1,0
30,3,680,1,1,1,5,5,1,5,5,4,3,5,5,5,5,0,0,0,0,1,0
41,3,201,0,5,0,4,2,4,4,2,2,2,2,3,2,5,0,0,0,1,1,1
59,3,1709,3,3,4,2,3,2,4,3,3,4,3,3,3,5,0,17,1,1,0,0
31,3,1020,3,3,3,3,5,5,5,5,2,5,2,4,4,5,10,15,0,1,1,1
58,1,228,4,1,1,1,4,4,4,4,1,2,3,2,3,4,0,1,1,1,1,1
40,3,2019,3,3,5,3,5,5,5,4,4,4,4,4,4,3,0,10,1,1,1,1
59,1,563,2,1,1,3,4,3,3,5,5,1,1,1,5,1,0,0,0,1,0,0
47,3,3922,5,5,5,5,3,5,5,3,3,4,3,4,3,4,0,0,1,1,1,1
53,3,366,5,5,2,5,5,5,4,5,5,5,5,3,5,4,15,24,0,1,1,1
69,3,491,4,4,4,1,2,4,2,2,3,3,4,3,4,2,0,0,1,0,1,1
23,1,283,2,0,2,5,4,2,1,4,4,3,5,3,4,4,0,1,0,0,1,0
30,1,447,3,4,3,3,5,3,5,5,4,3,4,4,4,5,42,27,1,1,0,0
47,3,280,4,3,4,4,3,4,5,5,5,5,5,3,5,5,35,40,0,1,1,1
23,3,2024,4,4,4,4,4,4,4,4,5,3,5,3,4,4,0,0,1,1,1,1
42,3,2038,2,5,2,2,3,4,5,4,4,4,4,3,4,3,10,0,0,1,1,1
48,3,931,2,2,2,2,5,5,5,5,5,5,5,5,5,4,0,0,1,1,1,1
54,3,1897,5,5,5,5,4,5,5,3,4,4,5,5,3,5,205,191,1,1,1,1
27,3,719,4,4,4,4,5,5,5,5,3,4,5,3,4,5,0,0,1,1,1,1
37,3,226,5,5,5,5,5,5,5,4,4,4,4,3,4,5,3,0,0,1,1,1
37,1,929,3,5,3,5,4,3,4,4,4,4,2,4,1,4,0,6,0,1,0,0
26,3,2794,5,5,5,5,4,4,5,4,5,2,5,5,4,4,0,0,1,1,1,1
38,3,481,3,2,2,2,4,2,3,3,3,3,3,2,3,3,0,3,1,1,1,0
47,3,931,2,2,2,2,2,4,5,4,4,4,4,3,4,4,0,0,1,1,1,1
25,1,1050,2,2,2,2,5,2,5,5,1,3,1,1,4,5,0,0,0,0,1,0
45,1,651,2,1,1,1,3,3,4,2,2,2,2,3,2,3,24,15,0,1,1,0
51,3,631,4,4,4,4,2,5,5,4,4,4,4,4,4,5,71,65,1,1,1,1
47,3,3790,3,2,4,2,3,3,3,3,3,3,3,4,3,4,6,0,0,1,1,0
25,1,515,4,5,4,4,4,4,4,4,5,4,4,4,5,4,0,10,1,1,0,1
12,1,1770,4,4,4,3,1,4,1,1,2,4,4,3,4,1,22,15,1,0,1,0
62,1,1024,4,5,4,4,5,4,5,5,5,4,5,5,5,3,0,0,0,1,0,1
22,3,2677,1,5,5,5,1,1,1,1,4,3,2,4,2,1,21,0,0,1,1,0
43,1,451,4,5,4,1,5,5,5,1,1,4,1,3,1,3,0,0,0,1,0,0
33,1,444,4,4,4,2,2,4,2,2,3,5,4,4,5,2,0,1,0,1,0,0
24,3,331,4,4,2,4,3,4,3,3,1,3,3,5,3,3,2,0,0,1,1,1
58,3,1951,0,0,0,2,5,5,5,5,5,5,5,4,5,3,8,0,0,1,1,1
61,1,719,2,5,1,3,1,2,2,4,4,1,4,2,4,4,0,0,0,1,0,0
66,1,1855,3,3,2,3,5,2,5,5,2,4,3,1,4,5,0,0,1,1,0,0
46,3,669,4,3,3,3,2,3,4,4,4,4,4,4,4,3,60,44,1,1,1,0
33,2,377,2,3,2,4,5,2,5,5,1,1,3,1,4,5,37,17,0,1,0,0
59,1,565,4,1,1,1,4,4,4,4,2,4,4,1,3,4,1,15,1,1,1,0
38,3,3963,1,1,1,1,2,5,5,4,4,4,4,5,4,4,0,0,0,1,1,1
32,1,252,3,3,3,3,4,3,4,4,1,4,3,1,4,4,0,0,1,0,1,0
25,3,2577,2,3,3,3,2,2,2,2,3,4,3,2,3,2,0,0,1,1,1,0
39,3,1416,1,1,1,1,3,1,3,3,1,3,3,5,3,3,0,0,0,0,1,0
38,1,907,4,5,3,1,1,3,1,1,5,3,5,4,4,1,17,5,0,1,0,1
32,1,602,2,5,2,1,2,2,2,2,4,2,4,5,4,2,56,71,0,1,0,0
54,3,2150,5,5,5,5,5,4,4,5,5,5,5,4,5,3,82,75,1,1,1,1
62,1,529,3,2,5,3,3,5,3,3,2,4,3,1,4,3,3,0,1,1,0,0
36,1,867,2,2,2,4,4,2,3,4,1,2,3,2,4,4,64,51,0,0,1,0
28,3,2296,2,4,4,4,2,2,2,2,3,3,2,3,4,2,0,0,0,1,1,0
59,1,191,1,5,1,3,5,4,5,3,3,1,3,3,3,5,9,7,0,1,0,0
26,3,1587,0,0,0,3,2,4,2,2,4,4,3,5,5,2,0,0,0,0,1,1
37,1,86,1,5,1,2,1,1,1,1,3,4,4,4,5,1,0,0,1,1,0,0
18,1,954,1,1,1,4,3,1,1,3,3,1,3,4,4,3,108,119,1,0,1,0
49,3,992,3,5,3,5,3,1,1,4,5,5,4,1,4,1,154,140,1,1,0,0
27,1,1107,1,5,2,4,1,2,1,1,5,2,5,3,4,1,0,0,1,1,0,0
13,3,368,1,3,1,2,4,1,3,4,5,2,1,1,4,4,2,0,1,1,0,0
33,3,2448,3,3,3,3,4,4,4,4,4,4,4,3,4,4,12,9,1,1,1,1
65,2,429,3,1,3,4,5,3,5,5,3,3,3,2,4,5,0,0,1,1,0,0
39,3,3273,4,4,4,4,3,5,4,5,5,5,5,3,5,4,0,11,0,1,1,1
40,1,370,3,2,3,1,4,3,4,4,4,1,1,1,2,4,0,0,1,1,0,0
24,1,532,2,2,2,3,4,2,4,4,2,1,3,4,2,4,69,59,0,1,0,0
25,1,605,1,4,4,4,1,1,2,1,2,3,4,3,3,1,0,0,1,1,1,0
27,3,366,4,3,4,1,1,4,1,1,2,1,5,2,5,1,1,6,1,1,0,0
33,3,3889,5,5,5,5,2,1,2,2,2,2,2,4,2,3,0,0,0,1,1,1
57,3,3447,5,5,5,5,5,4,4,4,4,4,4,3,4,5,0,0,1,1,1,1
64,3,308,3,3,3,3,2,2,2,3,3,3,3,1,3,1,0,0,1,1,1,0
43,3,2132,3,3,3,3,5,4,5,3,3,4,3,5,3,3,15,13,0,1,1,1
30,3,1627,1,1,1,1,4,4,4,4,3,5,5,2,5,4,88,117,1,1,1,1
22,1,588,2,5,3,2,3,3,3,3,4,2,4,4,5,3,0,0,1,0,1,0
52,3,337,3,2,2,2,4,4,4,3,3,3,3,4,3,4,0,0,0,1,1,0
26,1,599,2,4,2,3,5,2,5,5,1,1,5,4,1,5,0,0,1,0,1,0
42,1,1024,4,3,3,3,5,3,4,4,4,4,4,3,4,5,0,0,0,1,1,1
40,3,2377,1,1,2,1,2,5,4,2,2,2,2,5,2,4,32,31,0,1,1,1
28,1,173,2,4,0,2,5,0,5,5,4,5,4,4,4,5,0,0,1,1,0,0
53,3,3652,3,3,3,3,4,4,4,3,2,4,4,4,3,4,167,172,0,1,1,1
55,3,296,1,1,1,1,5,4,5,5,5,5,5,3,5,5,0,0,0,1,1,1
29,1,989,1,1,1,4,1,1,1,1,4,5,4,2,4,1,6,9,1,0,1,0
18,2,1303,3,2,3,3,5,3,3,5,1,3,3,3,3,5,0,0,0,1,0,0
48,2,607,3,5,3,1,1,3,1,1,3,2,4,3,5,1,9,0,1,1,0,0
51,3,3071,3,2,2,2,3,4,4,3,3,3,3,4,3,4,0,0,0,1,1,0
59,3,1531,3,3,3,3,3,5,4,5,5,5,5,4,5,4,22,17,1,1,1,1
31,1,399,3,5,3,2,2,3,2,2,4,2,4,4,5,2,20,0,1,1,0,0
40,1,421,3,3,3,3,4,3,4,4,4,2,4,2,3,4,44,42,0,1,0,0
25,1,341,3,4,3,3,3,3,3,3,5,3,4,4,4,3,0,0,1,1,0,0
28,3,562,3,3,3,4,5,3,5,5,1,4,3,1,3,5,115,116,0,0,1,0
55,1,1020,1,3,1,3,3,3,3,3,3,1,3,4,3,3,0,0,0,1,0,0
61,1,1033,3,5,4,3,3,4,3,3,4,5,5,4,5,3,1,0,1,1,0,0
37,1,177,2,5,2,4,5,2,5,5,5,2,5,5,4,5,0,0,0,1,0,0
70,1,395,2,5,2,1,5,3,2,1,1,2,1,5,1,5,13,5,0,1,0,0
52,3,3583,1,1,5,1,5,5,4,4,4,4,4,4,4,4,68,61,0,1,1,1
26,1,680,3,3,3,4,5,3,1,5,1,3,4,1,3,5,54,43,0,0,1,0
42,1,1874,3,3,3,3,3,3,3,3,5,3,3,2,3,3,0,5,0,0,1,0
24,3,541,1,2,4,2,1,1,1,1,1,3,4,4,4,1,0,7,0,1,1,0
36,1,2378,3,4,3,1,3,4,3,4,2,3,4,3,3,3,149,123,0,1,0,0
49,2,391,2,1,1,1,4,3,5,2,2,2,2,4,2,1,0,0,0,1,1,1
31,3,539,3,5,3,1,3,3,3,3,4,3,5,4,4,3,1,4,0,1,0,0
39,3,1310,4,4,2,4,2,5,4,5,5,5,5,4,5,4,0,0,0,1,1,1
14,1,201,1,3,1,4,5,1,5,5,4,5,3,4,4,5,75,70,1,1,0,0
52,1,403,5,2,2,2,5,5,5,5,3,1,4,2,3,5,0,0,1,1,1,1
22,1,262,3,3,3,2,2,3,2,2,1,5,3,4,5,2,31,11,1,1,0,0
39,3,792,2,2,2,2,2,4,4,4,4,4,4,4,4,4,0,0,1,1,1,1
44,1,2611,4,3,4,3,4,5,5,4,5,3,3,5,2,5,0,10,0,1,0,0
10,1,1797,3,4,3,1,5,3,5,5,2,3,4,3,4,5,3,5,1,1,0,0
38,3,3150,5,5,5,5,3,4,5,3,3,3,3,4,3,3,0,0,1,1,1,1
56,1,1005,2,4,4,4,1,3,3,2,2,2,2,3,2,4,103,102,0,1,1,0
22,3,2074,3,3,3,3,3,3,3,3,2,1,2,2,3,3,0,0,0,1,1,0
44,3,325,1,1,1,1,5,4,5,5,5,5,5,4,5,4,66,80,1,1,1,1
7,2,1671,2,5,2,2,4,2,4,4,2,3,5,2,1,4,0,0,1,1,0,0
23,1,280,1,4,1,4,4,1,4,4,1,2,4,1,3,4,39,30,1,1,0,0
18,1,533,2,1,2,3,5,2,4,5,1,3,3,3,4,5,25,11,0,1,0,0
45,3,2666,3,3,3,3,5,5,5,4,4,4,4,5,4,4,0,0,0,1,1,1
17,1,1237,1,4,1,3,1,1,1,1,5,2,4,4,5,1,22,8,1,1,0,0
40,3,1945,4,4,4,4,2,4,5,5,5,5,5,4,5,5,0,0,0,1,1,1
25,1,936,3,1,1,1,3,3,2,3,2,1,3,3,4,3,0,0,0,1,1,0
17,3,794,2,5,5,5,2,2,2,2,1,5,4,1,3,2,11,0,0,1,1,0
25,1,819,1,3,3,3,1,1,3,1,2,3,3,3,3,1,2,13,1,1,1,0
55,2,871,4,5,2,5,2,2,2,4,4,4,4,2,4,4,0,0,0,1,1,1
47,3,484,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,1,0,1,1,1
29,1,395,2,4,2,4,5,2,5,5,3,1,4,3,4,5,0,0,0,0,1,0
23,1,677,1,1,1,3,2,1,2,2,4,3,5,3,5,2,0,12,0,0,1,0
63,1,671,2,5,2,3,3,2,3,3,4,5,3,4,2,3,0,0,1,1,0,0
57,3,2814,5,4,5,5,4,4,4,4,4,4,4,3,4,3,15,14,1,1,1,1
25,1,402,2,0,2,5,5,2,5,5,4,2,3,4,5,5,8,3,0,0,1,0
35,3,2049,4,5,5,5,2,3,4,4,4,4,4,2,4,1,0,6,1,1,1,0
25,1,175,1,4,1,4,1,1,1,1,4,4,5,5,5,1,0,0,0,1,0,0
24,1,1383,1,1,1,3,1,4,4,4,2,3,2,4,4,4,12,26,1,0,1,0
36,1,691,2,4,2,2,1,2,1,1,4,3,4,3,5,1,0,0,1,1,0,0
48,3,1046,1,4,2,2,3,4,4,5,5,2,5,3,5,5,0,0,0,1,0,0
45,3,1843,5,5,5,5,3,5,5,4,4,4,4,4,4,4,0,0,1,1,1,1
34,1,1269,1,4,4,4,1,1,1,1,1,1,4,3,4,1,0,0,0,1,1,0
20,2,1197,4,5,4,2,4,4,4,4,4,3,4,3,4,4,0,0,0,1,0,0
20,1,612,3,2,3,4,3,3,3,3,2,2,3,2,3,3,1,0,1,1,0,0
59,3,1947,4,4,4,4,3,4,5,3,3,4,3,3,3,5,5,0,0,1,1,1
21,1,383,0,5,0,5,3,0,3,3,3,2,5,4,4,3,0,0,1,0,1,1
33,3,1062,2,2,2,2,4,5,4,4,4,4,4,3,4,5,40,31,0,1,1,1
39,1,374,4,5,4,1,3,4,3,3,1,4,1,3,1,3,0,0,0,0,1,0
21,3,957,2,1,2,4,5,2,5,5,3,3,4,2,4,5,37,23,1,0,1,0
57,3,2531,2,5,5,5,1,4,4,4,4,4,2,4,4,1,1,0,0,1,1,0
25,1,722,5,3,5,4,4,5,4,4,2,2,5,1,3,4,0,0,1,1,0,1
58,3,3697,4,4,4,4,2,4,5,5,5,5,5,3,5,5,5,0,1,1,1,1
35,3,3505,2,2,2,2,4,1,5,4,4,4,4,4,4,1,0,0,0,1,1,1
42,3,1190,3,4,3,2,4,5,5,5,5,3,5,3,5,5,26,29,0,1,0,0
51,1,585,4,1,1,1,4,4,4,4,2,3,2,4,3,4,0,0,1,1,1,1
34,3,2386,2,2,2,2,4,5,5,5,5,5,5,3,5,5,0,0,0,1,1,1
24,3,214,4,2,4,4,1,4,1,1,4,5,4,5,4,1,0,0,1,0,1,1
19,1,1558,3,4,4,1,1,4,3,1,5,5,5,3,4,1,6,0,1,1,0,0
21,1,204,5,4,4,2,1,4,1,1,5,2,5,4,4,1,0,0,1,0,1,1
67,1,460,2,5,2,2,3,4,4,1,1,2,1,4,1,5,0,0,0,1,0,0
34,3,281,2,2,2,3,5,2,5,5,3,3,4,3,5,5,1,0,1,0,1,0
64,1,145,4,1,1,1,4,4,4,4,5,4,4,1,5,4,0,18,1,1,1,1
47,3,3250,3,3,2,3,4,5,5,4,4,4,4,5,4,5,0,9,1,1,1,1
24,2,331,1,3,1,5,3,1,3,3,2,3,3,4,4,3,0,0,0,1,0,0
22,1,1056,3,3,3,3,3,3,3,3,4,3,3,1,3,3,30,47,0,0,1,0
14,1,425,1,3,1,3,2,1,4,2,2,1,3,2,4,2,11,0,0,1,0,0
85,3,2078,1,1,5,1,5,4,4,3,4,5,5,4,4,4,82,76,1,1,1,1
35,1,1472,2,2,2,4,5,2,5,5,5,5,2,2,1,5,0,0,1,0,1,0
55,3,3784,3,3,3,3,4,5,5,4,4,4,4,3,4,3,47,38,1,1,1,1
54,1,235,4,4,4,4,4,4,4,4,3,4,5,5,3,4,18,6,1,1,1,1
28,3,1488,4,4,4,5,2,4,2,2,3,5,4,3,4,2,47,47,1,0,1,1
57,1,1062,2,5,3,5,4,4,4,5,5,3,5,4,5,4,1,0,0,1,0,0
68,1,1076,2,4,2,3,5,5,4,3,3,2,3,4,3,5,0,0,0,1,0,0
22,3,3605,4,5,5,5,4,3,4,4,3,2,4,4,3,4,0,0,1,1,1,0
59,1,980,1,4,4,4,2,4,4,1,1,1,1,4,1,2,0,2,0,1,1,0
54,3,2563,5,5,2,5,5,5,5,5,5,5,5,4,5,3,0,0,1,1,1,1
7,1,271,3,2,3,3,4,3,4,4,3,2,3,2,3,4,6,0,0,1,0,0
16,1,1276,1,5,1,4,3,1,3,3,3,5,3,5,5,3,14,0,0,1,0,0
57,3,1440,3,4,4,4,3,2,2,3,3,3,3,3,3,2,0,0,0,1,1,0
57,3,599,4,4,4,4,5,5,5,3,3,4,3,3,3,3,0,0,1,1,1,1
20,2,1009,2,0,2,3,3,2,2,3,3,1,3,3,3,3,2,0,0,0,1,0
43,3,1036,4,4,4,3,2,4,2,2,4,4,5,5,5,2,0,0,1,0,1,1
38,1,590,5,5,5,3,5,5,5,5,5,5,4,5,4,5,0,0,0,1,0,1
10,1,2777,3,2,3,4,3,5,5,2,1,4,4,5,1,5,0,0,1,1,0,0
45,1,237,2,1,2,2,1,2,2,2,2,2,2,4,2,3,24,24,0,1,0,0
50,1,316,3,3,3,1,4,3,4,4,5,2,2,3,1,4,0,3,1,1,0,0
20,1,937,1,3,1,4,1,1,1,1,3,4,3,5,4,1,15,9,0,1,0,0
40,3,1585,2,2,2,2,3,2,3,5,5,4,5,1,5,4,0,0,0,1,1,1
44,3,591,4,4,4,4,2,5,4,5,5,5,5,5,5,4,0,0,1,1,1,1
46,3,237,0,0,0,3,2,5,4,5,5,5,5,5,5,3,3,3,1,1,1,1
51,1,685,3,3,3,3,4,2,3,5,5,3,5,1,5,1,0,0,0,1,0,0
52,1,1262,4,3,3,3,1,2,3,4,4,4,4,1,4,2,31,37,0,1,1,0
56,1,563,4,4,4,1,3,4,3,3,5,4,4,4,4,3,0,0,1,1,0,0
26,3,719,5,5,5,3,4,5,4,4,4,4,5,4,5,4,6,5,0,0,1,1
44,3,606,3,3,3,3,4,4,5,4,4,4,4,5,4,4,0,1,1,1,1,1
44,3,3866,3,3,3,3,2,4,4,4,4,5,4,4,4,4,0,0,0,1,1,1
49,3,590,3,3,3,3,5,5,4,3,3,4,3,3,3,4,0,0,0,1,1,1
41,3,1520,4,4,4,4,3,4,5,5,5,5,5,5,5,3,0,0,1,1,1,1
44,1,1035,4,5,3,5,4,4,4,4,2,5,5,3,5,4,37,25,1,1,1,1
36,3,733,4,4,4,4,3,4,4,4,4,4,4,3,4,3,0,0,1,1,1,1
16,1,946,2,5,2,5,4,2,4,4,3,1,2,3,4,4,0,0,0,1,0,0
41,3,861,3,3,3,3,5,5,5,3,3,4,3,5,3,5,0,0,1,1,1,1
39,3,1814,1,1,1,5,5,1,5,5,3,5,3,3,5,5,33,30,0,0,1,0
50,3,214,2,2,2,4,4,2,4,4,4,2,4,3,4,4,0,0,0,0,1,0
53,3,441,1,1,5,1,4,5,4,5,5,4,5,3,5,3,0,0,1,1,1,1
30,3,2971,2,2,3,2,4,4,4,4,1,1,1,4,3,4,8,12,1,1,1,1
48,3,273,1,1,1,1,5,4,5,5,5,5,5,5,5,4,0,52,0,1,1,1
12,1,282,3,3,3,4,1,3,5,1,1,1,1,2,4,1,0,0,0,1,0,0
39,3,2656,1,1,2,1,2,4,4,3,3,3,3,4,3,3,0,0,0,1,1,1
7,1,954,4,4,4,1,1,4,1,1,5,3,5,1,1,1,16,4,0,1,0,1
23,1,231,0,0,0,3,3,0,3,3,5,4,4,1,2,3,0,0,0,0,1,1
37,3,391,3,3,3,3,1,4,2,4,4,5,4,5,4,2,0,0,1,1,1,1
33,1,749,2,4,2,4,3,2,3,3,2,4,1,2,5,3,0,0,1,1,0,0
38,1,163,4,3,3,3,4,4,4,4,1,2,2,1,5,4,0,0,1,1,1,1
43,3,2167,4,4,4,4,3,5,5,4,4,4,4,5,4,3,2,2,1,1,1,1
28,3,1149,4,3,3,3,5,3,5,5,3,5,5,5,4,5,68,55,1,0,1,1
62,3,991,3,3,3,4,4,4,4,1,1,3,1,1,1,3,0,0,1,1,0,0
44,1,391,3,4,4,4,3,3,3,3,2,5,2,2,4,3,6,0,1,1,1,1
26,3,954,5,5,5,3,5,5,5,5,5,3,4,4,4,5,0,3,0,0,1,1
27,1,528,4,4,4,3,3,4,3,3,4,1,4,4,4,3,0,0,0,0,1,0
48,1,1145,2,1,2,3,2,4,4,4,4,2,4,3,4,1,0,5,0,1,0,0
27,1,315,2,4,2,3,1,2,1,1,3,1,3,3,4,1,54,53,0,0,1,0
20,1,335,4,0,5,4,5,5,5,5,4,4,5,3,5,5,0,0,0,0,1,0
22,3,2369,5,5,5,5,4,4,4,4,2,3,4,4,1,4,0,0,0,1,1,1
70,1,109,1,4,0,3,3,3,4,1,1,0,1,5,1,2,0,2,0,1,0,0
27,3,236,3,3,3,3,3,4,4,2,5,4,4,4,4,4,152,150,1,0,1,0
66,1,308,3,5,3,4,1,5,5,5,5,3,5,2,5,3,0,0,0,1,0,0
33,3,561,3,4,2,4,4,2,4,4,3,2,5,3,5,4,10,48,1,1,0,0
22,1,404,2,2,2,4,5,2,5,5,2,5,3,1,4,5,11,10,0,0,1,0
50,3,3752,5,4,5,5,5,5,4,4,4,4,4,5,4,3,0,0,0,1,1,1
27,1,844,2,2,2,2,3,2,4,3,3,3,1,2,3,3,1,3,0,0,1,0
34,3,484,4,4,4,5,1,4,1,1,3,2,5,3,4,1,0,0,1,0,1,0
31,1,373,2,3,2,3,1,2,1,1,1,1,4,3,4,1,11,11,1,1,0,0
62,1,1514,2,4,2,4,2,3,3,3,3,2,2,3,3,4,0,0,0,1,0,0
13,1,1023,5,5,5,2,3,5,3,3,5,5,3,3,2,3,3,0,1,1,0,1
57,3,467,5,5,3,5,2,5,5,5,5,5,5,3,5,3,0,0,1,1,1,1
45,3,569,3,3,3,3,5,3,5,5,5,5,5,3,5,5,7,0,0,0,1,0
55,1,2355,2,2,2,4,2,2,2,2,2,4,3,2,4,2,0,0,0,0,1,0
23,3,3824,2,5,5,5,2,2,2,2,3,4,3,3,3,2,14,7,0,1,1,0
42,3,1811,2,2,2,2,4,4,5,5,5,4,5,3,5,3,0,0,1,1,1,1
60,1,684,2,4,2,2,2,2,2,2,4,4,5,5,5,2,0,0,1,1,0,0
42,3,1355,3,3,3,3,5,5,5,4,5,5,4,5,5,5,423,403,1,1,1,1
50,1,429,3,1,3,2,2,3,2,2,2,5,2,3,3,2,0,0,1,1,0,0
22,1,1011,2,2,2,4,3,2,5,3,1,1,3,3,4,3,0,7,1,0,1,0
24,3,2919,5,5,5,5,5,4,5,5,2,3,3,4,3,5,33,39,0,1,1,0
53,3,2810,3,3,3,3,5,4,5,5,5,5,5,3,5,4,0,0,1,1,1,1
72,1,357,3,3,3,3,1,4,3,3,3,3,3,1,3,4,0,0,0,1,1,0
26,3,842,2,2,2,5,4,2,4,4,5,3,4,5,4,4,0,9,1,0,1,0
50,3,3543,1,1,1,1,3,4,4,4,4,4,4,3,4,4,0,0,0,1,1,1
35,2,285,5,4,4,4,5,5,5,5,5,3,1,3,2,5,0,0,0,1,1,1
71,2,237,3,1,1,1,3,3,3,3,4,1,3,2,3,3,0,0,1,1,1,0
47,1,528,3,3,3,3,3,3,3,3,1,1,4,2,4,3,0,7,1,1,1,0
43,3,488,4,4,4,4,5,1,1,4,4,4,4,3,4,4,0,0,1,1,1,1
29,3,3487,2,2,3,2,5,5,5,5,5,4,5,4,5,5,93,81,0,1,1,1
54,3,89,4,3,4,4,1,5,5,5,5,5,4,1,5,3,76,70,1,1,1,1
65,1,896,2,4,2,4,3,2,2,3,5,5,4,5,5,3,0,0,1,1,0,0
51,3,226,1,1,1,1,5,4,5,5,5,5,5,3,5,3,0,3,1,1,1,1
23,1,110,4,0,4,1,4,4,3,4,2,2,5,1,4,4,0,3,1,0,1,1
47,3,2106,5,5,5,5,1,2,2,5,5,4,5,1,5,4,1,0,0,1,1,0
41,1,192,3,5,3,1,3,3,5,3,3,5,5,5,4,3,0,0,1,1,0,0
55,3,989,2,3,5,5,2,3,3,2,2,2,2,1,2,1,2,31,1,1,1,0
60,2,214,2,5,2,1,4,5,4,3,3,2,3,3,3,4,0,0,0,1,0,0
14,2,592,3,5,3,4,2,3,2,2,2,3,4,2,2,2,0,0,1,1,0,0
44,3,1400,1,1,5,1,5,5,5,4,4,4,4,4,4,4,0,0,0,1,1,1
27,1,761,2,2,2,3,3,2,5,3,4,2,3,5,3,3,0,5,0,0,1,0
25,1,859,2,2,2,4,1,2,1,1,3,1,4,1,3,1,11,15,1,0,1,0
14,2,874,4,1,4,4,3,4,2,3,3,4,2,4,3,3,0,0,0,1,0,1
43,3,2335,4,4,1,4,2,4,4,2,2,2,2,4,2,4,0,0,0,1,1,1
26,1,391,3,4,4,3,1,4,1,1,2,5,2,5,4,1,0,0,1,1,0,0
50,3,1892,4,4,2,4,2,3,5,5,5,5,5,3,5,5,28,14,1,1,1,1
51,1,844,5,2,2,2,1,5,4,4,4,5,4,4,4,3,0,77,0,1,1,1
42,3,813,4,4,4,4,4,2,2,3,3,3,3,4,3,5,50,35,0,1,1,1
34,1,1173,2,2,2,4,5,2,4,5,4,4,2,2,3,5,58,56,0,1,0,0
40,1,612,2,4,2,1,5,2,5,5,1,3,5,2,3,5,1,6,1,0,1,0
25,3,562,2,5,5,5,2,2,2,2,2,5,3,1,4,2,11,9,0,1,1,0
42,3,598,1,1,1,1,4,5,5,4,4,4,4,5,4,3,0,0,0,1,1,1
30,3,1237,4,4,4,4,5,5,5,5,2,5,3,3,2,5,0,0,1,1,1,1
38,1,197,2,5,2,1,2,2,2,2,5,3,4,3,4,2,12,18,0,1,0,0
41,3,3185,0,0,0,2,3,4,4,5,5,5,5,4,5,5,10,5,1,1,1,1
35,1,363,2,2,2,2,2,2,2,2,4,3,3,2,4,2,0,0,0,1,1,0
49,2,235,1,1,1,1,3,4,4,1,1,1,1,1,1,3,0,0,0,1,1,0
47,1,373,4,4,4,4,4,2,2,3,5,5,5,2,3,2,301,294,1,1,0,0
35,3,3410,5,2,5,5,3,5,4,4,4,4,4,4,4,3,0,0,1,1,1,1
25,3,1931,1,1,1,1,1,1,1,1,4,5,4,1,3,1,2,0,0,1,1,0
36,3,1089,3,3,3,1,3,3,3,3,3,2,4,4,5,3,37,14,0,0,1,0
52,3,1965,4,4,4,4,4,5,4,5,5,5,5,4,5,4,0,0,1,1,1,1
43,1,310,5,5,5,5,5,4,5,5,5,5,5,5,5,1,7,7,0,1,1,1
57,3,3217,4,4,4,4,2,4,5,2,2,3,2,4,2,4,17,15,0,1,1,1
55,1,397,4,2,2,2,1,2,2,5,5,4,5,2,5,3,0,12,0,1,1,0
42,1,1666,4,1,1,1,5,4,4,4,4,4,4,5,4,3,11,0,0,1,1,1
44,1,391,4,1,1,1,4,5,2,4,4,4,4,4,4,2,0,0,0,1,1,1
59,3,1722,3,3,3,3,3,5,4,5,5,5,5,3,5,3,0,0,1,1,1,1
45,3,575,4,4,4,4,4,4,5,2,2,2,2,5,2,5,0,0,0,1,1,1
