Inflight wifi service,Online boarding,Age,Flight Distance,Baggage handling,Checkin service,Loyal Customer,Seat comfort,Business Travel,Inflight entertainment
1,1,34,546,4,4,1,2,0,2
1,2,63,1846,4,3,1,4,0,4
2,5,35,1175,3,5,1,5,1,3
5,5,27,577,4,3,0,2,1,2
4,4,51,190,5,5,1,5,1,5
3,4,37,3621,3,1,1,4,1,3
1,0,36,270,4,5,0,1,1,1
2,2,40,231,3,2,1,1,0,1
2,4,47,395,3,5,1,4,1,3
4,4,55,102,5,4,1,4,1,4
2,0,68,158,4,4,1,1,0,1
2,2,29,1411,4,3,1,2,1,2
2,4,54,2477,4,5,1,4,1,4
5,3,43,671,4,5,1,5,1,4
3,3,57,2760,3,3,1,3,1,1
3,3,58,1614,3,2,1,3,1,3
3,4,30,3276,1,2,1,4,1,4
4,4,34,522,2,2,1,4,1,4
1,4,44,785,5,5,1,4,1,5
2,2,26,1120,4,5,1,1,0,1
3,3,65,597,4,1,1,1,0,1
3,4,53,1727,5,3,1,5,1,5
3,3,9,253,4,4,1,2,0,2
3,3,39,1605,3,1,0,3,1,3
3,3,37,227,5,3,1,4,0,4
1,4,68,430,4,4,1,5,0,4
2,4,24,1407,4,5,1,4,1,4
3,3,53,414,1,4,1,3,0,1
3,3,21,602,4,4,1,4,0,4
5,4,46,1431,4,5,1,4,1,4
4,4,36,130,3,4,1,4,0,4
5,1,48,748,5,4,1,4,1,5
3,3,40,236,3,1,0,3,1,3
1,1,29,1262,5,5,0,5,1,5
3,4,24,296,5,4,0,5,1,5
3,1,51,3807,3,1,1,1,1,3
1,1,24,862,2,4,0,5,1,5
3,3,51,333,4,3,1,2,0,2
3,3,40,1089,3,2,1,3,1,3
4,5,47,325,5,5,1,5,1,5
4,4,31,4983,2,4,1,4,1,3
1,1,31,2300,4,1,1,1,0,4
4,5,45,3831,5,5,1,5,1,5
2,5,49,2063,3,5,1,5,1,3
5,4,18,964,3,2,1,4,1,4
3,3,50,2075,4,5,1,3,1,5
1,4,44,901,4,4,1,5,1,4
1,1,21,448,3,4,0,4,1,4
3,5,40,1754,5,4,1,5,1,5
3,5,50,486,5,5,1,4,1,5
2,3,36,3965,2,2,1,3,1,2
1,1,54,669,5,4,1,3,0,3
2,2,16,236,1,4,1,5,0,5
2,2,11,1173,4,2,0,2,1,3
2,5,61,1524,2,5,1,5,1,2
2,3,25,541,3,4,1,3,1,2
3,3,34,427,3,5,0,3,1,5
3,3,38,919,4,4,0,1,1,1
3,3,42,1107,2,3,1,1,0,1
3,4,26,632,5,4,0,1,1,1
4,4,25,1372,3,1,0,4,1,4
4,4,22,1310,5,5,0,2,1,4
4,5,57,2174,2,3,1,4,1,2
4,4,43,626,1,3,1,5,1,5
1,1,40,937,4,3,1,2,0,2
3,3,29,1416,5,4,0,3,1,3
4,4,46,376,3,5,1,1,1,3
0,4,57,2496,5,4,1,5,1,5
3,5,67,1005,5,3,1,5,0,4
2,2,33,89,4,4,1,2,1,2
4,3,42,1892,4,5,1,5,1,4
4,4,23,1010,4,4,0,3,1,3
1,1,39,2704,4,1,1,1,1,2
4,4,40,3557,4,5,1,5,1,4
2,2,15,247,5,5,0,4,1,4
3,4,17,1953,5,2,1,3,1,3
2,4,40,2096,2,3,1,4,1,2
2,4,47,1119,2,2,1,4,1,2
2,2,20,965,3,2,1,2,1,2
3,3,19,2561,4,2,1,3,1,3
4,4,62,294,4,4,1,5,0,5
3,3,14,2165,4,5,0,5,1,3
1,1,26,184,4,4,1,5,0,5
2,4,44,473,5,4,1,5,0,5
3,3,19,236,1,3,1,5,0,4
3,5,49,3077,5,5,1,5,1,5
1,5,47,585,5,5,1,5,1,5
5,5,59,2717,4,5,1,5,1,5
2,5,51,1024,2,2,1,2,1,2
2,3,46,2504,3,3,1,3,0,3
3,3,69,1235,5,3,1,3,0,5
2,3,63,2521,4,3,1,3,0,4
2,4,56,227,4,5,1,5,1,4
2,2,48,1085,4,5,0,5,1,5
3,4,49,1010,5,4,1,4,1,5
4,4,49,577,4,3,1,5,1,4
5,2,57,201,5,5,1,3,1,4
1,4,46,666,4,4,1,5,1,4
2,2,20,639,5,4,1,5,0,5
4,4,50,462,3,5,0,5,1,5
3,3,17,2026,4,4,1,2,0,2
4,4,37,175,5,4,0,3,1,3
5,5,32,1372,5,4,1,4,0,4
2,2,32,363,3,1,0,4,1,4
3,3,50,529,2,3,1,2,1,2
0,4,40,157,3,3,1,5,1,3
4,4,32,522,5,5,0,1,1,1
3,4,26,1501,4,4,1,4,1,4
2,2,51,612,4,3,1,1,1,1
2,2,29,338,4,2,0,1,1,1
4,4,41,3477,4,5,1,5,1,4
3,3,32,725,4,5,1,5,0,1
1,5,49,2552,5,5,1,5,1,4
5,5,41,216,3,1,1,3,0,3
3,3,37,1056,1,4,1,4,0,4
3,3,66,3421,3,3,1,3,1,3
2,2,35,944,4,5,1,5,0,5
2,2,18,1660,4,4,1,1,0,1
4,2,60,2247,4,2,1,2,1,4
1,1,40,141,3,2,0,2,1,2
3,4,55,308,4,4,1,3,0,4
2,3,67,429,3,4,1,3,0,3
1,4,56,3033,2,5,1,4,1,2
2,4,50,946,5,3,1,4,1,5
2,4,58,1199,2,4,1,3,1,2
2,2,26,227,1,4,0,3,1,3
2,4,48,704,3,4,1,4,1,3
2,4,68,2586,1,3,1,2,0,1
3,3,48,446,4,3,1,3,1,3
2,5,30,2835,5,5,1,4,1,5
5,5,50,991,4,4,1,4,1,4
1,1,66,404,4,3,1,4,0,4
1,4,31,2399,5,4,1,4,1,4
3,3,35,204,3,4,1,3,1,3
3,3,26,680,5,4,1,2,0,2
3,4,20,1971,5,4,1,4,1,4
3,3,44,337,4,5,0,1,1,1
5,5,36,2079,3,2,1,5,0,5
1,1,41,1027,5,5,1,1,0,3
1,5,45,3671,5,5,1,4,1,5
4,2,28,2529,2,4,1,2,1,2
4,4,46,2221,5,5,1,4,1,5
0,0,14,711,4,4,0,1,1,1
1,3,52,451,1,3,1,3,1,1
3,3,32,460,4,2,1,2,0,2
5,5,30,3752,4,4,1,5,1,5
2,4,60,1896,5,3,1,4,1,5
5,5,77,1190,3,1,1,5,1,5
3,4,38,414,5,3,1,2,1,5
5,5,51,331,3,2,1,5,1,5
3,3,58,226,4,4,1,2,0,3
3,4,54,2448,4,5,1,4,1,4
2,3,22,387,3,4,1,2,1,2
3,3,8,1014,4,4,0,1,1,1
2,2,39,2248,3,4,1,4,0,4
5,4,57,2306,4,4,1,4,1,4
2,2,70,2475,3,4,1,5,0,5
0,0,52,447,5,5,1,4,0,4
4,3,42,3309,4,1,1,3,1,4
1,3,48,692,2,4,1,3,0,5
1,5,43,1855,5,5,1,5,1,5
4,4,25,1010,4,1,0,2,1,2
4,5,55,369,4,4,1,2,1,4
3,4,8,1747,5,3,1,4,1,4
2,2,58,1188,2,3,1,2,1,2
3,3,50,1587,4,3,1,5,0,4
2,2,23,521,3,4,0,1,1,3
4,4,55,611,4,2,1,4,1,4
3,3,26,541,4,3,0,5,1,5
5,4,41,1560,5,5,1,4,1,5
5,4,56,3293,5,1,1,5,1,5
5,3,59,650,5,4,1,4,0,5
3,3,37,610,3,3,1,5,0,5
4,5,46,2256,5,4,1,4,1,5
5,5,29,369,3,2,1,5,0,5
1,5,57,1949,5,5,1,4,1,5
4,4,49,301,4,3,1,5,1,4
3,3,26,3194,3,1,1,3,1,3
3,3,65,427,5,1,1,4,0,4
3,0,19,184,4,3,1,4,0,4
2,4,58,731,4,4,1,4,1,4
1,5,32,1784,4,3,1,5,1,5
4,2,43,3947,4,3,1,3,1,4
5,5,47,3750,4,3,1,5,1,4
2,3,69,862,2,4,1,4,1,2
1,4,58,3319,5,4,1,4,1,5
1,4,44,532,5,4,1,4,1,5
2,4,43,936,5,4,1,5,1,5
5,5,20,1797,3,5,1,5,1,5
5,1,38,3242,3,5,1,1,1,3
4,4,33,347,2,2,1,4,1,4
5,5,44,3051,5,5,1,4,1,5
3,3,50,453,1,3,1,2,0,2
3,5,46,3281,5,4,1,5,1,5
5,5,52,1831,4,4,1,2,1,4
3,5,48,301,5,3,1,4,0,5
3,3,23,594,5,4,0,1,1,1
3,4,64,898,2,1,1,5,0,2
4,4,49,1014,2,4,1,4,1,2
3,3,35,1045,5,5,1,5,0,2
3,5,51,503,2,5,1,4,0,3
3,5,62,226,5,3,1,4,1,5
1,4,16,3072,5,3,1,5,1,4
4,5,48,912,5,4,1,4,1,5
3,3,37,481,3,4,1,1,0,1
2,2,19,912,5,5,1,4,0,3
2,2,27,366,1,4,1,1,0,1
1,1,61,1194,5,4,1,4,0,4
3,3,29,1133,2,2,0,4,1,4
1,1,40,3230,5,4,1,1,1,5
5,5,41,946,4,4,1,5,1,5
4,4,47,259,3,1,1,3,0,5
2,2,29,719,5,4,0,3,1,3
4,4,20,642,5,5,1,5,0,5
2,5,21,1750,3,5,1,5,0,2
1,4,34,641,5,5,1,4,1,5
1,3,49,122,1,4,1,4,1,4
1,1,26,874,4,2,0,1,1,5
2,3,9,1953,4,4,1,1,1,2
2,2,59,451,3,1,1,2,0,3
1,1,23,1276,3,2,0,3,1,3
5,5,57,370,3,1,1,2,0,2
1,3,69,2206,1,4,1,4,1,1
3,3,57,954,3,1,1,2,0,2
3,3,51,834,3,1,1,2,1,2
1,1,59,459,5,4,1,4,0,4
1,1,55,390,3,1,1,3,0,5
4,4,40,677,5,2,1,4,1,4
4,4,45,1182,4,5,0,1,1,3
1,4,57,2234,4,3,1,4,1,4
2,4,62,633,4,4,1,4,0,4
1,1,48,164,5,5,1,1,0,5
3,4,44,429,4,5,1,5,1,4
5,5,32,2496,1,5,1,5,1,3
1,1,38,650,3,1,1,4,0,4
3,4,55,3603,4,4,1,5,1,4
4,3,30,672,4,3,0,4,1,4
3,4,72,957,3,1,1,4,1,3
1,5,48,2844,4,3,1,5,1,4
4,4,36,2965,4,3,1,4,1,4
1,4,60,3227,2,4,1,4,1,2
2,4,34,3744,4,3,1,4,1,4
4,3,50,550,3,4,1,3,0,3
2,2,15,401,4,2,0,4,1,4
3,3,57,589,3,1,1,3,1,3
2,2,13,3313,3,1,1,2,1,2
2,3,61,3710,2,4,1,3,1,2
2,2,15,1674,3,3,0,1,1,1
4,5,42,3757,4,3,1,5,1,4
1,5,33,3320,2,3,1,3,1,5
2,2,36,159,5,4,1,5,0,5
3,3,60,1171,3,3,1,3,0,3
2,2,30,1124,4,4,1,2,1,2
5,5,27,1127,4,4,0,2,1,2
1,1,35,305,5,4,1,1,0,1
3,5,64,589,2,3,1,4,0,3
2,2,25,1199,4,5,1,2,0,2
4,4,7,951,2,1,1,2,0,2
3,4,58,628,4,5,1,5,0,4
4,4,29,919,5,3,1,3,0,3
4,4,38,109,4,5,1,5,0,5
3,3,68,2279,2,2,1,2,0,2
4,2,30,73,4,1,1,4,1,2
4,4,30,746,5,1,1,4,1,4
3,2,41,997,4,3,1,2,0,5
1,5,44,1998,5,4,1,5,1,5
3,2,48,990,5,4,0,4,1,4
3,4,51,675,2,1,1,3,0,2
4,4,24,936,3,3,0,2,1,2
4,5,30,651,5,1,1,5,1,5
4,4,25,1050,2,2,0,3,1,3
2,2,10,337,3,5,1,4,0,4
2,3,40,3185,2,1,1,3,1,2
1,1,55,859,3,2,1,1,1,1
2,4,42,1902,5,4,1,4,1,5
4,5,45,359,5,2,1,2,0,5
2,3,51,1969,5,3,1,5,1,5
1,5,48,1608,5,5,1,5,1,5
2,2,51,295,4,3,1,1,0,1
3,3,58,2611,3,3,1,3,1,4
4,3,41,2079,4,2,1,3,1,4
4,4,19,359,1,2,1,4,1,4
5,5,39,216,4,1,1,5,1,5
1,5,57,746,5,4,1,5,1,5
4,5,30,3540,4,2,1,5,1,5
4,4,25,826,4,4,1,4,1,4
2,2,24,1085,4,4,1,1,0,1
2,2,25,1045,3,2,1,2,1,1
1,4,38,2716,3,3,1,5,1,3
4,4,47,386,5,5,0,5,1,5
1,1,51,448,3,1,1,1,1,1
3,3,25,368,2,5,1,3,0,3
5,5,21,746,5,4,1,2,0,2
2,2,40,861,2,4,1,2,1,2
2,2,34,627,2,1,0,5,1,5
3,3,42,226,3,2,0,1,1,1
1,4,41,3098,1,1,1,3,1,1
3,4,47,1491,5,5,1,4,1,5
5,4,53,1597,5,5,1,5,1,5
2,5,59,247,4,4,1,4,1,4
2,2,36,404,4,5,1,3,0,4
4,5,70,447,5,5,1,5,1,5
4,4,40,495,2,1,0,4,1,4
0,4,44,2937,1,5,1,4,1,1
4,2,24,1179,5,1,1,2,1,2
2,2,12,1416,5,5,1,2,0,2
5,5,57,1995,4,5,1,2,0,2
2,2,38,761,2,5,1,2,1,2
5,5,38,261,1,4,1,5,0,5
3,3,7,337,2,4,1,3,0,3
3,3,22,545,2,2,1,3,0,3
3,5,41,2227,4,4,1,5,1,4
5,5,23,1476,3,3,1,5,1,5
1,0,54,78,5,3,1,5,0,5
4,4,48,1670,4,5,1,3,0,4
4,4,27,270,2,2,1,4,1,4
3,1,64,2475,1,1,1,1,0,5
4,5,31,1754,5,5,1,5,1,5
4,4,31,2290,4,2,1,4,1,4
2,4,7,423,3,2,1,3,0,3
1,1,32,414,4,3,1,1,1,1
2,5,8,406,4,3,1,1,0,1
3,2,25,912,1,2,0,5,1,5
4,5,55,184,4,3,1,5,1,4
1,0,14,2554,3,5,1,4,0,4
4,4,67,2504,5,4,1,4,0,4
3,3,15,158,2,1,1,4,0,4
2,1,27,121,4,3,0,5,1,5
4,4,24,541,5,3,0,2,1,2
2,2,36,220,3,4,1,2,0,3
2,2,37,304,3,2,1,2,1,2
2,2,17,2295,3,4,1,5,0,5
2,2,59,216,4,3,1,4,0,4
1,4,69,345,4,4,1,4,0,4
0,4,66,2271,2,5,1,4,1,2
3,4,46,515,1,4,1,5,0,1
2,2,67,895,1,3,1,3,0,3
4,5,29,1121,4,5,1,5,1,5
1,3,69,1546,1,4,1,4,0,1
2,1,42,319,5,5,1,3,0,5
2,2,39,356,3,4,1,2,1,2
4,3,53,205,4,3,1,4,1,4
5,5,57,214,5,3,1,4,1,4
0,5,59,337,1,3,1,5,1,1
3,3,37,230,3,4,0,4,1,4
5,5,58,767,5,5,1,4,1,5
3,4,42,235,3,3,1,4,1,3
2,3,25,1076,5,3,0,1,1,1
1,1,14,1020,3,3,1,4,0,4
5,4,40,3590,4,5,1,5,1,4
3,2,49,1955,3,3,1,2,1,3
3,2,41,296,4,5,1,5,0,5
4,4,53,1182,5,5,1,5,0,5
4,4,37,463,4,3,1,4,1,4
2,2,10,1126,3,1,1,1,0,1
4,4,36,458,3,5,1,4,1,4
4,4,36,229,4,4,0,2,1,2
1,3,58,1846,2,3,1,4,1,2
2,2,27,834,2,1,1,2,1,2
4,4,40,794,5,1,1,1,1,5
2,2,19,2756,4,3,1,2,1,2
5,5,37,3744,4,5,1,5,1,5
5,4,58,1123,4,4,1,5,1,4
4,4,71,2166,5,3,1,4,1,5
4,4,18,349,4,5,1,4,0,4
4,4,66,1097,3,5,1,5,0,3
5,4,54,3064,5,5,1,4,1,5
2,4,30,2306,5,4,1,4,1,4
3,4,44,641,4,4,1,4,1,4
4,4,53,584,3,3,1,5,1,5
1,1,25,1107,3,3,0,5,1,5
2,2,22,1050,3,2,0,4,1,4
2,2,33,125,2,2,1,2,0,2
3,4,39,432,1,3,1,3,1,3
5,4,46,2004,4,5,1,5,1,4
4,4,31,1874,5,2,1,4,1,4
3,2,38,148,5,3,0,2,1,2
2,2,53,758,3,3,1,2,1,2
2,4,28,1610,5,4,1,4,1,4
4,5,43,2580,4,5,1,5,1,4
1,3,41,853,1,4,1,3,1,1
4,4,24,171,1,4,0,1,1,1
4,4,42,641,5,3,1,4,1,5
1,1,69,192,3,2,1,2,0,3
4,4,26,562,4,2,0,2,1,2
2,2,20,672,4,3,1,1,0,1
2,4,39,1961,5,3,1,4,1,5
4,4,22,2083,4,4,1,4,1,4
1,2,53,594,4,4,1,5,0,5
5,5,16,1309,5,2,0,2,1,4
3,5,22,2612,5,3,1,5,1,5
2,1,43,631,5,1,1,1,0,3
3,3,50,441,3,2,1,1,0,1
4,4,21,1061,5,3,1,3,0,3
1,1,22,2730,3,4,1,1,1,1
4,5,45,2799,2,3,1,3,1,2
1,1,25,1023,2,3,1,1,1,1
2,2,30,405,4,3,0,1,1,1
4,4,13,444,4,4,1,4,0,1
4,4,16,647,4,1,1,4,0,4
2,2,22,484,1,4,0,5,1,5
2,2,33,1440,2,2,1,2,1,2
3,3,34,294,4,3,1,4,0,4
5,1,26,822,5,1,0,1,1,5
2,2,46,601,3,2,1,2,1,2
1,5,40,2300,4,5,1,5,1,4
4,4,18,460,5,2,1,3,0,3
4,4,51,427,1,4,1,5,0,1
4,2,48,149,4,3,1,3,1,4
3,4,60,628,5,4,1,4,0,5
1,1,23,965,2,4,1,1,0,1
2,2,53,238,1,3,1,2,1,2
4,4,27,326,4,4,0,3,1,3
2,5,39,895,4,4,1,2,1,4
2,2,52,429,2,2,1,3,0,2
2,2,70,550,4,3,1,3,0,4
2,5,38,2876,5,3,1,5,1,5
2,2,36,421,4,3,0,2,1,2
5,4,67,919,4,2,1,3,0,5
0,5,58,3407,4,4,1,5,1,4
4,4,57,101,2,2,1,4,1,4
2,4,46,280,3,5,1,5,0,3
5,5,50,120,5,3,1,2,1,5
3,3,56,337,4,3,1,4,0,3
1,3,25,438,2,5,1,4,0,5
4,5,55,1095,5,5,1,5,1,5
3,4,23,222,2,5,1,4,1,4
5,5,37,1907,5,3,1,5,1,5
4,4,29,569,4,1,0,2,1,2
5,4,53,534,5,3,1,5,1,5
4,4,20,488,2,2,0,3,1,3
2,2,39,1471,2,1,1,2,0,4
3,3,42,965,3,2,1,5,1,3
3,3,41,718,4,4,1,3,1,3
2,3,21,1139,5,3,0,4,1,4
3,2,56,363,5,2,1,2,1,5
5,5,42,2116,3,4,1,5,1,3
4,4,27,110,4,1,1,4,1,4
4,4,30,1599,3,3,1,4,1,4
3,3,57,1821,3,1,1,3,1,3
4,4,48,3103,4,5,1,5,1,4
2,2,19,822,3,2,1,1,0,1
3,3,24,1107,5,4,0,3,1,3
1,4,53,2488,2,5,1,5,1,2
3,3,44,985,4,5,1,2,0,4
3,4,29,373,3,4,0,2,1,2
5,5,52,2007,4,3,1,4,1,4
5,3,25,391,5,5,1,3,1,3
2,5,47,1712,5,4,1,4,1,5
4,3,53,867,4,2,1,2,1,4
2,2,10,1666,4,3,1,3,0,3
1,5,49,3593,5,3,1,4,1,5
3,5,60,1072,5,3,1,5,0,5
5,5,40,425,2,3,1,5,1,5
4,0,51,200,1,4,1,2,0,2
3,3,49,612,5,5,1,5,0,5
2,2,26,106,5,4,1,3,0,2
1,1,25,89,4,3,0,2,1,2
5,4,45,2414,4,5,1,4,1,4
3,3,25,200,5,3,0,1,1,4
3,3,25,693,5,2,0,2,1,1
3,3,59,1475,2,2,1,5,0,5
3,3,27,983,5,4,1,2,0,1
1,2,59,391,4,1,1,3,0,4
4,4,19,859,4,3,0,3,1,2
2,2,22,2139,3,4,0,5,1,4
3,3,29,237,3,1,0,5,1,5
4,4,27,238,4,2,0,2,1,2
4,4,45,849,4,4,1,4,1,4
2,2,47,526,2,2,1,1,1,2
2,3,38,721,4,4,0,5,1,5
2,4,46,472,1,1,1,4,1,1
4,5,29,641,4,1,0,1,1,5
3,3,41,1541,4,5,0,4,1,4
4,2,62,327,4,5,1,4,1,4
3,3,15,776,4,5,1,1,0,1
3,3,34,427,5,5,1,2,0,5
1,2,9,2845,4,3,1,1,1,1
2,2,33,694,5,4,1,2,0,2
0,1,13,4963,5,1,1,1,0,3
2,1,33,645,5,1,1,4,1,5
3,2,37,1171,3,2,1,3,1,3
1,1,30,405,3,4,1,3,0,3
2,2,26,581,3,2,1,3,0,3
2,2,33,404,4,5,1,3,0,3
1,1,59,954,5,3,1,2,0,5
3,5,53,473,4,5,1,5,1,4
0,4,65,405,1,3,1,3,0,2
4,5,46,3113,4,3,1,4,1,4
1,1,18,369,2,4,1,5,0,5
0,4,45,448,5,2,1,3,0,5
1,1,16,787,2,1,0,1,1,4
3,5,63,2703,5,5,1,4,1,5
3,4,38,406,3,3,1,4,1,3
3,3,48,813,3,1,1,3,1,3
3,3,26,1900,4,1,1,3,1,3
1,1,45,1024,5,4,0,5,1,5
3,3,36,501,4,4,1,3,1,3
1,5,60,1183,4,3,1,5,0,4
3,3,30,738,4,4,1,4,0,4
3,3,49,594,5,3,1,3,1,3
2,4,34,2091,2,2,1,3,1,2
2,5,41,1973,2,3,1,5,1,2
1,1,65,273,1,3,1,5,0,4
1,1,18,543,4,1,0,2,1,2
3,3,26,925,4,4,1,4,0,4
2,2,30,1990,3,4,1,2,1,2
1,4,51,2441,3,5,1,4,1,3
4,5,38,1581,3,2,1,5,1,3
5,3,62,370,3,3,1,2,0,3
5,4,49,442,4,4,1,4,0,4
2,2,47,2300,3,4,1,5,0,5
1,5,23,1440,4,5,1,5,1,5
5,4,40,651,4,4,1,5,1,4
2,2,36,1028,2,2,0,2,1,2
3,4,28,600,4,4,1,4,1,4
2,3,51,484,2,1,1,3,1,2
4,3,70,1172,1,3,1,5,0,1
1,4,77,1511,1,2,1,4,1,1
2,2,17,175,4,5,1,2,0,2
4,4,37,192,1,3,1,4,1,4
2,2,22,257,3,5,1,4,0,4
3,3,68,389,3,3,1,3,1,3
2,3,38,985,5,4,1,5,0,5
2,4,41,2618,2,3,1,3,1,2
1,1,15,189,4,4,1,2,1,1
3,3,39,2719,3,3,1,4,1,3
4,4,34,775,3,1,1,3,0,3
3,3,34,119,4,2,1,4,0,4
1,4,35,102,5,3,1,5,1,4
3,3,24,762,5,5,1,3,0,3
2,2,48,1037,1,4,1,2,0,2
3,4,42,417,5,5,1,4,1,5
3,5,31,192,4,5,1,5,0,4
4,5,40,2859,5,5,1,5,1,5
1,1,8,1155,4,5,0,3,1,3
4,4,39,311,4,4,1,1,0,1
4,5,47,967,5,4,1,5,1,5
4,4,38,1024,2,1,1,4,1,4
1,4,45,429,5,1,1,4,0,5
4,4,38,602,5,3,1,1,0,5
5,5,31,2223,2,5,1,5,1,5
2,2,25,594,5,3,0,2,1,2
2,5,63,460,5,3,1,2,0,5
1,1,32,295,3,2,0,3,1,3
1,4,57,4963,5,4,1,4,1,3
2,2,7,637,2,5,1,2,0,2
3,3,29,1592,2,3,1,3,1,3
3,3,15,452,4,3,1,2,0,2
4,5,23,1596,5,4,1,5,1,5
4,4,28,965,3,3,0,4,1,4
5,3,48,867,5,1,1,1,1,5
2,5,54,3331,5,3,1,5,1,5
2,2,39,2342,2,1,1,2,1,2
3,3,62,214,4,4,1,2,0,5
2,3,55,599,1,2,1,4,0,1
2,2,10,175,5,3,1,5,0,5
1,4,46,356,2,3,1,5,0,4
4,5,54,2917,5,5,1,5,1,4
2,4,50,147,5,2,1,5,1,5
5,5,54,813,4,2,1,4,0,4
5,5,53,1340,5,3,1,4,1,5
3,3,52,1874,1,4,1,4,0,1
3,3,26,192,2,4,0,3,1,3
4,5,53,302,1,4,1,5,0,2
4,4,53,1005,3,3,1,4,0,3
1,4,47,495,1,4,1,4,1,1
3,5,38,2295,2,5,1,5,0,3
2,4,43,1660,2,3,1,4,1,2
3,3,44,1702,3,3,1,5,1,3
1,4,42,1748,3,5,1,5,1,3
1,1,67,1482,1,4,1,2,0,2
2,1,25,416,4,4,0,5,1,5
1,1,31,913,2,5,0,4,1,4
4,4,49,926,5,5,0,1,1,1
1,1,28,201,4,1,0,2,1,2
1,1,54,192,4,4,1,5,0,5
2,2,28,834,2,3,1,2,1,2
1,1,57,479,3,4,1,5,0,5
3,3,68,351,3,1,1,3,1,3
4,2,56,1747,4,1,1,3,1,4
2,2,19,784,3,2,0,4,1,4
2,2,28,1846,3,3,1,2,0,2
4,3,60,1900,2,5,1,5,1,2
5,3,52,157,3,2,1,4,1,3
1,3,55,1020,3,4,1,4,0,3
1,3,54,1065,5,3,1,4,1,5
0,0,22,140,5,4,0,1,1,1
3,3,8,594,4,3,0,4,1,4
2,2,31,404,5,4,1,2,0,2
3,4,46,3540,4,3,1,5,1,4
2,5,40,480,3,4,1,5,1,3
3,5,67,438,4,4,1,5,0,3
3,2,26,2288,2,2,1,2,1,4
3,3,12,696,5,5,1,3,0,2
1,4,39,1024,2,2,1,5,1,2
1,4,8,776,4,4,0,4,1,2
2,2,38,679,1,4,1,1,0,1
4,5,46,125,3,4,1,1,0,3
3,3,39,550,4,2,1,3,1,3
5,4,47,1514,5,5,1,4,1,5
2,2,67,631,2,2,1,2,0,2
3,3,43,1013,1,4,1,3,0,4
2,2,37,164,4,5,1,4,0,4
4,2,63,90,4,2,1,2,0,4
3,3,15,438,5,3,1,3,0,3
2,4,22,483,2,4,1,4,1,4
1,4,48,1962,3,3,1,5,1,3
2,2,60,500,3,2,1,1,1,1
5,5,55,334,5,5,1,5,1,5
3,3,39,1235,4,1,1,5,0,5
3,2,52,342,5,4,1,1,0,1
1,1,55,1947,4,2,1,4,1,4
5,3,43,2089,4,2,1,1,1,4
5,5,62,101,5,2,1,2,1,5
3,3,39,852,3,2,1,3,1,3
4,4,24,399,5,5,1,4,0,4
1,1,20,964,4,1,1,4,0,4
5,5,35,190,5,2,1,5,1,5
4,4,35,500,4,5,1,4,0,4
2,2,37,602,4,3,0,2,1,2
1,2,18,2454,4,5,1,4,0,4
2,3,39,1832,2,1,1,4,1,2
4,4,46,3933,4,3,1,4,1,4
1,4,42,3880,5,3,1,4,1,3
2,5,39,2454,4,5,1,5,1,3
1,5,45,2904,5,4,1,5,1,5
4,4,47,2680,5,3,1,4,1,5
3,3,25,1379,1,5,1,4,0,3
2,3,68,255,5,3,1,4,0,5
2,2,58,862,4,5,1,3,0,2
3,4,31,1389,5,3,1,4,1,4
4,5,57,168,4,5,1,5,1,5
2,4,31,3547,4,4,1,4,1,4
4,4,38,633,1,4,1,4,1,4
3,2,31,925,3,1,1,5,0,5
5,5,49,925,4,3,1,4,1,4
2,4,52,427,2,1,1,4,1,2
3,3,27,354,5,3,1,3,0,3
4,4,51,589,5,4,0,2,1,5
2,2,24,2475,4,2,1,2,0,1
3,1,31,371,4,4,1,2,0,2
1,1,31,212,5,4,1,4,0,4
2,2,45,1008,5,4,1,2,1,2
2,2,60,631,2,2,1,2,1,3
1,4,52,3897,5,3,1,5,1,5
2,5,58,1192,4,3,1,4,1,4
2,1,36,3617,2,4,1,2,1,2
3,4,50,3240,3,3,1,5,1,3
1,5,43,1562,5,5,1,4,1,5
2,2,34,1072,4,3,0,2,1,2
3,3,50,1416,1,5,1,4,0,1
2,2,13,1670,3,4,1,1,0,1
3,4,44,3890,4,5,1,4,1,4
3,4,38,2938,5,4,1,5,1,5
2,2,59,1670,2,4,1,1,1,1
3,3,32,237,3,4,0,2,1,2
5,4,59,1726,4,3,1,4,1,4
1,3,53,3075,5,1,1,3,1,5
5,5,60,1958,4,4,1,5,1,4
3,3,15,2475,4,3,1,3,0,4
3,1,53,405,2,1,1,5,0,2
3,3,26,697,3,5,0,3,1,3
1,4,52,2338,1,3,1,4,1,1
3,5,52,528,5,5,1,5,0,5
2,2,33,3598,4,4,1,2,1,2
1,3,47,2227,5,3,1,5,1,5
5,5,59,2530,5,4,1,4,1,5
4,4,37,1814,4,3,1,4,1,4
3,3,35,240,4,5,1,2,0,2
3,4,39,524,2,4,1,3,1,3
1,1,27,695,2,1,1,1,1,1
2,3,40,438,1,5,1,2,1,2
2,2,35,67,2,4,1,4,0,4
4,2,47,1670,2,2,1,4,0,2
1,1,7,488,5,4,1,2,0,2
1,5,46,1667,2,4,1,4,1,2
3,3,63,551,1,2,1,5,0,5
1,2,40,2313,4,4,1,1,1,4
3,3,24,226,3,3,0,5,1,5
1,5,49,1235,4,4,1,5,1,4
